0.000000 10.000000 10.000000 15.000000
0.010000 10.038400 10.976428 15.534952
0.020000 10.315138 11.914583 16.095030
0.030000 10.657780 12.822742 16.751335
0.040000 11.057970 13.694616 17.509959
0.050000 11.507294 14.520710 18.376164
0.060000 11.996984 15.288312 19.353606
0.070000 12.517645 15.981636 20.443473
0.080000 13.059021 16.582181 21.643558
0.090000 13.609834 17.069365 22.947315
0.100000 14.157700 17.421495 24.342993
0.110000 14.689165 17.617087 25.812965
0.120000 15.189871 17.636527 27.333395
0.130000 15.644881 17.463969 28.874409
0.140000 16.039164 17.089308 30.400894
0.150000 16.358215 16.509998 31.873997
0.160000 16.588796 15.732423 33.253286
0.170000 16.719713 14.772547 34.499423
0.180000 16.742553 13.655629 35.577048
0.190000 16.652305 12.414938 36.457510
0.200000 16.447765 11.089549 37.121045
0.210000 16.131676 9.721497 37.558081
0.220000 15.710568 8.352667 37.769481
0.230000 15.194323 7.021861 37.765747
0.240000 14.595518 5.762397 37.565341
0.250000 13.928617 4.600509 37.192462
0.260000 13.209116 3.554624 36.674620
0.270000 12.452716 2.635453 36.040339
0.280000 11.674599 1.846730 35.317226
0.290000 10.888851 1.186366 34.530553
0.300000 10.108049 0.647803 33.702359
0.310000 9.343012 0.221370 32.851046
0.320000 8.602690 -0.104484 31.991349
0.330000 7.894184 -0.342162 31.134586
0.340000 7.222840 -0.504116 30.289068
0.350000 6.592410 -0.602276 29.460583
0.360000 6.005246 -0.647665 28.652896
0.370000 5.462507 -0.650185 27.868206
0.380000 4.964365 -0.618519 27.107551
0.390000 4.510203 -0.560119 26.371146
0.400000 4.098788 -0.481265 25.658647
0.410000 3.728433 -0.387143 24.969359
0.420000 3.397135 -0.281956 24.302389
0.430000 3.102683 -0.169038 23.656755
0.440000 2.842757 -0.050961 23.031458
0.450000 2.615006 0.070350 22.425535
0.460000 2.417103 0.193528 21.838081
0.470000 2.246801 0.317669 21.268272
0.480000 2.101957 0.442260 20.715364
0.490000 1.980568 0.567110 20.178701
0.500000 1.880782 0.692297 19.657703
0.510000 1.800911 0.818117 19.151870
0.520000 1.739440 0.945048 18.660770
0.530000 1.695024 1.073717 18.184037
0.540000 1.666492 1.204880 17.721369
0.550000 1.652843 1.339396 17.272520
0.560000 1.653239 1.478217 16.837303
0.570000 1.667007 1.622381 16.415589
0.580000 1.693627 1.773000 16.007307
0.590000 1.732728 1.931261 15.612450
0.600000 1.784088 2.098425 15.231077
0.610000 1.847624 2.275827 14.863324
0.620000 1.923388 2.464883 14.509412
0.630000 2.011567 2.667089 14.169654
0.640000 2.112480 2.884030 13.844478
0.650000 2.226574 3.117386 13.534435
0.660000 2.354421 3.368933 13.240226
0.670000 2.496724 3.640552 12.962722
0.680000 2.654312 3.934228 12.702996
0.690000 2.828138 4.252053 12.462352
0.700000 3.019284 4.596220 12.242371
0.710000 3.228956 4.969014 12.044946
0.720000 3.458486 5.372800 11.872344
0.730000 3.709325 5.809992 11.727257
0.740000 3.983038 6.283020 11.612874
0.750000 4.281296 6.794276 11.532950
0.760000 4.605857 7.346038 11.491889
0.770000 4.958550 7.940374 11.494828
0.780000 5.341241 8.579011 11.547722
0.790000 5.755792 9.263161 11.657427
0.800000 6.204002 9.993315 11.831772
0.810000 6.687539 10.768963 12.079611
0.820000 7.207837 11.588269 12.410826
0.830000 7.765976 12.447674 12.836283
0.840000 8.362527 13.341432 13.367693
0.850000 8.997369 14.261090 14.017350
0.860000 9.669460 15.194931 14.797707
0.870000 10.376582 16.127419 15.720745
0.880000 11.115049 17.038701 16.797090
0.890000 11.879403 17.904265 18.034851
0.900000 12.662105 18.694879 19.438175
0.910000 13.453264 19.376943 21.005562
0.920000 14.240445 19.913431 22.728048
0.930000 15.008607 20.265569 24.587454
0.940000 15.740236 20.395310 26.554993
0.950000 16.415738 20.268590 28.590599
0.960000 17.014134 19.859132 30.643372
0.970000 17.514061 19.152377 32.653464
0.980000 17.895063 18.148914 34.555538
0.990000 18.139052 16.866699 36.283630
1.000000 18.231799 15.341413 37.776889
1.010000 18.164248 13.624580 38.985357
1.020000 17.933458 11.779510 39.874785
1.030000 17.543020 9.875623 40.429607
1.040000 17.002862 7.982065 40.653549
1.050000 16.328475 6.161714 40.567840
1.060000 15.539676 4.466489 40.207507
1.070000 14.659100 2.934532 39.616580
1.080000 13.710620 1.589399 38.843080
1.090000 12.717891 0.440964 37.934588
1.100000 11.703142 -0.512475 36.934854
1.110000 10.686300 -1.281472 35.881641
1.120000 9.684441 -1.882599 34.805728
1.130000 8.711552 -2.335888 33.730838
1.140000 7.778531 -2.662725 32.674199
1.150000 6.893373 -2.884294 31.647477
1.160000 6.061464 -3.020521 30.657839
1.170000 5.285937 -3.089440 29.709004
1.180000 4.568044 -3.106902 28.802184
1.190000 3.907519 -3.086508 27.936872
1.200000 3.302907 -3.039699 27.111461
1.210000 2.751865 -2.975935 26.323720
1.220000 2.251405 -2.902917 25.571130
1.230000 1.798107 -2.826831 24.851117
1.240000 1.388290 -2.752573 24.161202
1.250000 1.018143 -2.683970 23.499092
1.260000 0.683833 -2.623976 22.862725
1.270000 0.381581 -2.574835 22.250284
1.280000 0.107720 -2.538236 21.660199
1.290000 -0.141267 -2.515437 21.091132
1.300000 -0.368722 -2.507370 20.541960
1.310000 -0.577797 -2.514728 20.011750
1.320000 -0.771453 -2.538047 19.499746
1.330000 -0.952458 -2.577758 19.005346
1.340000 -1.123400 -2.634245 18.528089
1.350000 -1.286693 -2.707884 18.067644
1.360000 -1.444597 -2.799074 17.623806
1.370000 -1.599229 -2.908270 17.196484
1.380000 -1.752583 -3.036002 16.785708
1.390000 -1.906549 -3.182893 16.391629
1.400000 -2.062927 -3.349673 16.014529
1.410000 -2.223446 -3.537188 15.654825
1.420000 -2.389786 -3.746412 15.313090
1.430000 -2.563585 -3.978442 14.990068
1.440000 -2.746463 -4.234507 14.686696
1.450000 -2.940031 -4.515962 14.404133
1.460000 -3.145903 -4.824277 14.143786
1.470000 -3.365710 -5.161031 13.907354
1.480000 -3.601104 -5.527887 13.696863
1.490000 -3.853768 -5.926564 13.514716
1.500000 -4.125412 -6.358802 13.363744
1.510000 -4.417774 -6.826307 13.247266
1.520000 -4.732614 -7.330683 13.169147
1.530000 -5.071693 -7.873345 13.133860
1.540000 -5.436757 -8.455397 13.146555
1.550000 -5.829500 -9.077498 13.213107
1.560000 -6.251520 -9.739672 13.340170
1.570000 -6.704254 -10.441092 13.535198
1.580000 -7.188908 -11.179814 13.806436
1.590000 -7.706350 -11.952462 14.162865
1.600000 -8.256990 -12.753872 14.614073
1.610000 -8.840630 -13.576694 15.170035
1.620000 -9.456291 -14.410973 15.840766
1.630000 -10.102010 -15.243742 16.635822
1.640000 -10.774616 -16.058660 17.563623
1.650000 -11.469499 -16.835770 18.630573
1.660000 -12.180375 -17.551460 19.839980
1.670000 -12.899082 -18.178721 21.190812
1.680000 -13.615433 -18.687821 22.676347
1.690000 -14.317158 -19.047485 24.282872
1.700000 -14.989992 -19.226650 25.988595
1.710000 -15.617943 -19.196774 27.763038
1.720000 -16.183775 -18.934577 29.567155
1.730000 -16.669722 -18.424962 31.354434
1.740000 -17.058421 -17.663714 33.073088
1.750000 -17.333993 -16.659512 34.669319
1.760000 -17.483200 -15.434781 36.091360
1.770000 -17.496517 -14.025040 37.293814
